Network;Species;Group;Kingdom;Phylum;Class;Order;Family;Genus;BodyWeight;FeedingMode;MetabolicCategory;TrophicLevel;FeedingType;Mobility;Environment;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12;R13;R14;R15;R16;R17;R18;R19;R20;R21;R22;R23;R24;R25;R26;R27;R28;R29;R30;Vulnerability;Generality
loughhyne;Corvus_559494;T;Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus;989.11;"predator/scavenger";"endotherm vertebrate";3;"carnivorous/necrovorous";4;"land-based";198;0;193;0;0;0;0;0;291;0;12;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
loughhyne;Caprella_206609;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;2.90E-02;"predator";"invertebrate";3.26;"omnivorous";3;"benthic";3;1455;0;47;44;2;0;0;237;101;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;3
loughhyne;Phorbas_47864;I;Animalia;Porifera;Demospongiae;Poecilosclerida;Hymedesmiidae;Phorbas;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;386;0;93;30;0;0;0;217;43;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3
loughhyne;Bougainvillea_19682;I;Plantae;Magnoliophyta;Magnoliopsida;Caryophyllales;Nyctaginaceae;Bougainvillea;7.40E-03;"predator";"invertebrate";3.05;"omnivorous";4;"benthic";36;53;5;9;14;0;0;0;656;1;29;10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;12
loughhyne;Schizoporella_156294;I;Animalia;Ectoprocta;Gymnolaemata;Cheilostomata;Schizoporellidae;Schizoporella;5.43E-02;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";3;257;0;12;9;0;0;0;266;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
loughhyne;Chaetomorpha_6751;B;Plantae;Chlorophyta;Chlorophyceae;Cladophorales;Cladophoraceae;Chaetomorpha;0.2816;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;1586;0;217;0;3;0;0;0;332;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0
loughhyne;Archidoris_78216;I;Animalia;Mollusca;Gastropoda;Nudibranchia;Archidorididae;Archidoris;9.32E-01;"predator";"invertebrate";3;"omnivorous";2;"benthic";1;641;6;38;16;0;0;0;20;24;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2
loughhyne;Merlangius_164757;I;Animalia;Chordata;Actinopterygii;Gadiformes;Gadidae;Merlangius;3110;"predator";"ectotherm vertebrate";2.97;"omnivorous";4;"benthopelagic";2616;270;325;3;438;0;78;49;1857;17;304;178;11;28;0;1;1;4;1;0;0;0;0;1;6;3;0;0;0;0;10;79
loughhyne;Colomastix_93578;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;1.18E-03;"predator";"invertebrate";3;"omnivorous";3;"benthic";190;1456;60;47;300;2;0;0;182;101;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;20
loughhyne;Taurulus_167390;I;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Cottidae;Taurulus;240.63;"predator";"ectotherm vertebrate";3.39;"carnivorous";4;"demersal";243;228;177;5;74;2;0;0;862;3;31;22;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;24
loughhyne;Pagurus_97818;I;Animalia;Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;1.02E-02;"grazer";"invertebrate";2;"herbivorous/detrivorous";2;"benthic";0;297;0;53;5;1;0;0;80;7;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1
loughhyne;Coryphella_78662;I;Animalia;Mollusca;Gastropoda;Nudibranchia;Flabellinidae;Coryphella;3.46E-02;"predator";"invertebrate";3.02;"omnivorous";2;"benthic";0;641;3;38;8;0;0;0;5;24;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1
loughhyne;Ampelisca_93343;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;Ampelisca;7.40E-03;"grazer";"invertebrate";2;"herbivorous/detrivorous";4;"benthic";1;1524;0;43;34;2;0;0;150;124;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2
loughhyne;Echinocardium_158129;I;Animalia;Echinodermata;Echinoidea;Spatangoida;Loveniidae;Echinocardium;2.57E-01;"grazer";"invertebrate";2;"herbivorous/detrivorous";2;"benthic";0;172;0;12;1;0;0;0;78;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
loughhyne;Jania_12350;B;Plantae;Rhodophyta;Rhodophyceae;Corallinales;Corallinaceae;Jania;NULL;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;1586;0;217;0;3;0;0;0;332;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0
loughhyne;Tigriopus_86374;I;Animalia;Arthropoda;Maxillopoda;Harpacticoida;Harpacticidae;Tigriopus;5.88E-05;"grazer";"invertebrate";2;"herbivorous/detrivorous";3;"benthic";6;794;0;91;63;1;0;0;174;106;0;1;13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;4
loughhyne;Halichondria_48398;I;Animalia;Porifera;Demospongiae;Halichondrida;Halichondriidae;Halichondria;4.35E+00;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";3;386;0;93;30;0;0;0;217;43;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3
loughhyne;Botrylloides_159230;I;Animalia;Chordata;Ascidiacea;Pleurogona;Styelidae;Botrylloides;5.43E-02;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";2;"benthic";6;420;0;18;24;0;0;0;253;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4
loughhyne;Philine_76188;I;Animalia;Mollusca;Gastropoda;Cephalaspidea;Philinidae;Philine;5.07E-02;"grazer";"invertebrate";2;"herbivorous/detrivorous";2;"benthic";0;641;0;38;8;0;0;0;36;24;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1
loughhyne;Pseudoprotella_error;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Pseudoprotella;3.46E-02;"grazer";"invertebrate";2;"herbivorous/detrivorous";3;"benthic";6;1448;0;47;52;2;0;0;266;101;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;4
loughhyne;Dercitus_659268;I;Animalia;Porifera;Demospongiae;Astrophorida;Pachastrellidae;Dercitus;1.48E-01;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";3;386;0;93;30;0;0;0;217;43;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3
loughhyne;Metridium_52737;I;Animalia;Cnidaria;Anthozoa;Actiniaria;Metridiidae;Metridium;3.02E+00;"predator";"invertebrate";2.97;"omnivorous";1;"benthic";53;7;10;8;13;0;0;0;687;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;13
loughhyne;Hinia_74122;I;Animalia;Mollusca;Gastropoda;Neogastropoda;Nassariidae;Nassarius;7.40E-03;"predator";"invertebrate";3;"omnivorous";2;"benthic";1;653;2;51;14;3;0;0;12;29;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2
loughhyne;Eulalia_41736;I;Plantae;Magnoliophyta;Liliopsida;Cyperales;Poaceae;Eulalia;1.49E+00;"grazer";"invertebrate";2;"herbivorous/detrivorous";2;"benthic";1;1852;0;130;69;2;0;0;109;571;0;7;131;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;2
loughhyne;Ceramium_12983;B;Plantae;Rhodophyta;Rhodophyceae;Ceramiales;Ceramiaceae;Ceramium;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1586;0;217;0;3;0;0;0;332;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0
loughhyne;Cladophora_6771;B;Plantae;Chlorophyta;Chlorophyceae;Cladophorales;Cladophoraceae;Cladophora;0.0204;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;1586;0;217;0;3;0;0;0;332;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0
loughhyne;Pagurus_97805;I;Animalia;Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;7.01E-02;"grazer";"invertebrate";2;"herbivorous/detrivorous";2;"benthic";0;802;0;43;13;2;0;0;80;59;0;0;18;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1
loughhyne;Crystallogobius_171971;I;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Crystallogobius;1.08;"predator";"ectotherm vertebrate";3.26;"carnivorous";4;"demersal";33;365;23;3;70;0;0;0;498;15;11;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7;10
loughhyne;Platichthys_172894;I;Animalia;Chordata;Actinopterygii;Pleuronectiformes;Pleuronectidae;Platichthys;14000;"predator";"ectotherm vertebrate";3.41;"carnivorous";4;"demersal";1322;137;366;2;264;0;0;0;1025;12;54;54;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;6;53
loughhyne;Scophthalmus_172749;I;Animalia;Chordata;Actinopterygii;Pleuronectiformes;Scophthalmidae;Scophthalmus;8000;"predator";"ectotherm vertebrate";4.16;"carnivorous";4;"demersal";7;63;141;0;2;0;0;0;101;0;3;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5
loughhyne;Cladophora_6777;B;Plantae;Chlorophyta;Chlorophyceae;Cladophorales;Cladophoraceae;Cladophora;0.0044;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;1586;0;217;0;3;0;0;0;332;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0
loughhyne;Limanda_172881;I;Animalia;Chordata;Actinopterygii;Pleuronectiformes;Pleuronectidae;Limanda;1000;"predator";"ectotherm vertebrate";3.42;"carnivorous";4;"demersal";6774;217;843;9;754;1;0;0;1741;18;124;190;9;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;8;118
loughhyne;Gitana_93395;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitana;4.32E-04;"predator/scavenger";"invertebrate";3.26;"omnivorous";3;"benthic";33;1397;23;47;91;2;0;0;439;101;11;59;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;15;10
loughhyne;Lipophrys_636404;I;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Lipophrys;251.1;"predator";"ectotherm vertebrate";2.2;"carnivorous";4;"demersal";595;102;39;1;68;0;0;0;1039;0;34;4;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;36
loughhyne;Caryophyllia_53542;I;Animalia;Cnidaria;Anthozoa;Scleractinia;Caryophylliidae;Caryophyllia;2.16E-02;"predator";"invertebrate";3.05;"omnivorous";1;"benthic";41;54;10;5;12;0;0;0;635;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;12
loughhyne;Iphimedia_206381;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Iphimedia;1.73E-03;"predator/scavenger";"invertebrate";3;"omnivorous";3;"benthic";190;1456;60;47;300;2;0;0;182;101;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;20
loughhyne;Littorina_70464;I;Animalia;Mollusca;Gastropoda;Neotaenioglossa;Littorinidae;Littorina;1.18E-02;"grazer";"invertebrate";2;"herbivorous/detrivorous";2;"benthic";3;1006;0;47;42;0;0;0;189;79;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3
loughhyne;Hyperia_95110;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Hyperiidae;Hyperia;7.40E-03;"predator/scavenger";"invertebrate";3.14;"omnivorous";3;"benthic";33;1406;13;48;117;2;0;0;551;116;21;59;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;11
loughhyne;Symphodus_614239;I;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Symphodus;235.21;"predator";"ectotherm vertebrate";3.23;"carnivorous";4;"reef-associated";1415;66;329;0;55;0;0;0;1102;0;68;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;55
loughhyne;Fritillaria_159675;I;Animalia;Chordata;Appendicularia;Copelata;Fritillaridae;Fritillaria;9.28E-02;"grazer";"invertebrate";2;"herbivorous";4;"pelagic";0;52;0;39;3;0;0;0;122;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
loughhyne;Ciliata_623023;I;Animalia;Chordata;Actinopterygii;Gadiformes;Gadidae;Ciliata;100;"predator";"ectotherm vertebrate";3.26;"carnivorous";4;"demersal";210;165;119;0;66;0;0;0;872;0;64;6;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;24
loughhyne;Corophium_206431;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Corophium;1.73E-02;"grazer";"invertebrate";2;"herbivorous/detrivorous";3;"benthic";0;1456;0;47;15;2;0;0;122;101;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1
loughhyne;Thyasira_80512;I;Animalia;Mollusca;Bivalvia;Veneroida;Thyasiridae;Thyasira;5.05E-03;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";2;"benthic";3;743;0;38;27;2;0;0;238;28;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3
loughhyne;Plakortis_204086;I;Animalia;Porifera;Demospongiae;Homosclerophorida;Plakinidae;Plakortis;1.94E+00;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";3;386;0;93;30;0;0;0;217;43;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3
loughhyne;Ceramium_12979;B;Plantae;Rhodophyta;Rhodophyceae;Ceramiales;Ceramiaceae;Ceramium;0.5051;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;1586;0;217;0;3;0;0;0;332;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0
loughhyne;Crisia_155612;I;Animalia;Ectoprocta;Gymnolaemata;Cyclostomata;Crisiidae;Crisia;3.46E-02;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";3;257;0;12;9;0;0;0;266;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
loughhyne;Stilophora_11012;B;Plantae;Phaeophyta;Phaeophyceae;Ectocarpales;Spermatochnaceae;Stilophora;0.0729;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;1586;0;217;0;3;0;0;0;332;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0
loughhyne;Gelidium_11795;B;Plantae;Rhodophyta;Rhodophyceae;Nemaliales;Gelidiaceae;Gelidium;NULL;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;170;0;550;0;1;0;0;0;384;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0
loughhyne;Glycimeris_error;I;Animalia;Mollusca;Bivalvia;Adapedonta;Hiatellidae;Panopea;5.07E-02;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";2;"benthic";6;641;0;38;32;0;0;0;302;24;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4
loughhyne;Botryllus_159373;I;Animalia;Chordata;Ascidiacea;Pleurogona;Styelidae;Botryllus;3.17E-02;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";2;"benthic";6;420;0;18;24;0;0;0;253;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4
loughhyne;Asparagopsis_11776;B;Plantae;Rhodophyta;Rhodophyceae;Nemaliales;Bonnemaisoniaceae;Asparagopsis;0.2816;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;1586;0;217;0;3;0;0;0;332;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0
loughhyne;Anemonia_204179;T;Animalia;Cnidaria;Anthozoa;Actiniaria;Actiniidae;Anemonia;9.28E-02;"predator";"invertebrate";3.21;"omnivorous";2;"benthic";59;0;55;0;0;0;0;0;784;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;15
loughhyne;Squatina_160784;T;Animalia;Chordata;Chondrichthyes;Squatiniformes;Squatinidae;Squatina;20324.5;"predator";"ectotherm vertebrate";4.36;"carnivorous";4;"demersal";2024;0;2851;0;0;0;0;0;61;0;183;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;67
loughhyne;Pholis_171645;I;Animalia;Chordata;Actinopterygii;Perciformes;Pholidae;Pholis;71.2;"predator";"ectotherm vertebrate";3.3;"carnivorous";4;"demersal";4997;173;588;3;420;2;0;0;1600;6;52;85;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;101
loughhyne;Luidia_156872;I;Animalia;Echinodermata;Asteroidea;Paxillosida;Luidiidae;Luidia;6.38E+00;"predator/scavenger";"invertebrate";3.26;"omnivorous";2;"benthic";2;650;24;51;17;1;0;0;101;64;1;21;14;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;3
loughhyne;Venus_81589;I;Animalia;Mollusca;Bivalvia;Veneroida;Veneridae;Venus;9.28E-02;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";2;"benthic";0;657;0;51;9;3;0;0;122;29;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1
loughhyne;Aslia_error;I;Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Aslia;1.49E+00;"grazer";"invertebrate";2;"herbivorous/detrivorous";2;"benthic";15;222;0;11;12;2;0;0;191;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6
loughhyne;Myoxocephalus_167318;I;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Cottidae;Myoxocephalus;16048;"predator";"ectotherm vertebrate";4;"carnivorous";4;"demersal";72;61;361;0;12;0;97;6;294;0;47;4;0;10;0;3;3;0;1;0;0;0;0;0;1;1;0;0;0;0;2;17
loughhyne;Oithona_88813;I;Animalia;Arthropoda;Maxillopoda;Cyclopoida;Oithonidae;Oithona;1.23E-02;"grazer";"invertebrate";2;"herbivorous";4;"pelagic";45;22;2;24;6;0;0;0;671;1;32;20;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;13
loughhyne;Verruca_89587;I;Animalia;Arthropoda;Maxillopoda;Sessilia;Verrucidae;Verruca;3.16E-03;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";2;"benthic";0;207;0;46;8;0;0;0;122;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1
loughhyne;Cladophora_6768;B;Plantae;Chlorophyta;Chlorophyceae;Cladophorales;Cladophoraceae;Cladophora;0.0087;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;1586;0;217;0;3;0;0;0;332;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0
